ID_P,NAME_P,DATE_P,COUNTRY_P,RANK_P,PROGRESS_P,POINT_P,HARDPOINT_P,HARDTOUR_P,CLAYPOINT_P,CLAYTOUR_P,GRASSPOINT_P,GRASSTOUR_P,CARPETPOINT_P,CARPETTOUR_P,PRIZE_P,CH_P,DR_P,DP_P,DO_P,IHARDPOINT_P,IHARDTOUR_P,ITF_ID,country_name,continent
27093,Marcos Ortiz Flores,1984-03-14,ESP,,,,,,,,,,,,,,,,,,,100113290.0,"Spain, Kingdom of",Europe
27094,Jonathan Garcia,1975-11-01,ESP,,,,,,,,,,,,,,,,,,,100238161.0,"Spain, Kingdom of",Europe
27095,Sergey Teteryukov,1995-07-18,RUS,,,,,,,,,,,,,,,,,,,100172447.0,Russian Federation,Asia
27096,Nichita Cepak,1994-01-01,MDA,,,,,,,,,,,,,,,,,,,100114804.0,"Moldova, Republic of",Europe
27097,Tomas Iriarte,1994-09-09,ARG,,,,,,,,,,,,,,,,,,,100155402.0,"Argentina, Argentine Republic",South America
27098,Adrian Torrico Moreno,1996-05-10,BOL,,,,,,,,,,,,,,,,,,,100193666.0,"Bolivia, Republic of",South America
27099,David Omar Barbieri De Peray,1994-02-11,PAR,,,,,,,,,,,,,,,,,,,100174667.0,"Paraguay, Republic of",South America
27100,Sasha Supruniuk,1995-08-18,ARG,,,,,,,,,,,,,,,,,,,100173542.0,"Argentina, Argentine Republic",South America
27101,Sixto Segovia,1994-01-21,ARG,,,,,,,,,,,,,,,,,,,100178719.0,"Argentina, Argentine Republic",South America
27102,Diego Choque,1994-09-26,BOL,,,,,,,,,,,,,,,,,,,100160572.0,"Bolivia, Republic of",South America
27103,Rodrigo Flores,1995-08-09,BOL,,,,,,,,,,,,,,,,,,,100194096.0,"Bolivia, Republic of",South America
27104,Celso Alejandro Quiroga Rojas,1993-07-09,BOL,,,,,,,,,,,,,,,,,,,100161213.0,"Bolivia, Republic of",South America
27105,Minhtuan Pham,1993-10-19,VIE,,,,,,,,,,,,,,,,,,,100162209.0,"Vietnam, Socialist Republic of",Asia
27106,Hans Lindenberg Stentoft,1994-02-09,DEN,,,,,,,,,,,,,,,,,,,100131379.0,"Denmark, Kingdom of",Europe
27107,Vincent Eriksson,1994-08-14,SWE,,,,,,,,,,,,,,,,,,,100171185.0,"Sweden, Kingdom of",Europe
27108,Joachim Bjerke,1994-11-11,NOR,,,,,,,,,,,,,,,,,,,100143776.0,"Norway, Kingdom of",Europe
27109,Anton Waern,1993-02-27,SWE,,,,,,,,,,,,,,,,,,,100154010.0,"Sweden, Kingdom of",Europe
27110,Gergely Madarasz,1994-10-01,HUN,873.0,-3.0,22.0,0.0,0.0,25.0,13.0,0.0,0.0,0.0,0.0,48859.0,,830.0,-3.0,49.0,0.0,0.0,100154033.0,"Hungary, Republic of",Europe
27111,Ernesto Escobedo,1996-07-04,USA,446.0,2.0,102.0,79.0,12.0,9.0,4.0,0.0,0.0,0.0,0.0,1536516.0,,,,,2.0,2.0,100032898.0,United States of America,North America
27112,Pablo Landa Catan,1995-04-08,MEX,,,,,,,,,,,,,,,,,,,100156688.0,"Mexico, United Mexican States",North America
27113,Daniel Nolan,1997-03-12,AUS,,,,,,,,,,,,31887.0,,,,,,,100208009.0,"Australia, Commonwealth of",Oceania
27114,Jake Delaney,1997-05-14,AUS,490.0,2.0,85.0,58.0,25.0,2.0,2.0,1.0,2.0,0.0,0.0,46812.0,,591.0,-4.0,87.0,0.0,0.0,100177303.0,"Australia, Commonwealth of",Oceania
27115,Darren K. Polkinghorne,1993-02-26,AUS,,,,,,,,,,,,30448.0,,,,,,,100128025.0,"Australia, Commonwealth of",Oceania
27116,Yuya Ito,1997-01-09,JPN,,,,,,,,,,,,,,,,,,,100166521.0,Japan,Asia
27119,Jiaqi Duan,1995-09-08,CHN,,,,,,,,,,,,,,,,,,,100178721.0,"China, People's Republic of",Asia
27120,Ashot Mkrtchyan,1988-12-20,ARM,,,,,,,,,,,,,,,,,,,100118945.0,"Armenia, Republic of",Asia
27121,Cedric Frenevello,1976-09-29,FRA,,,,,,,,,,,,,,,,,,,100218830.0,"France, French Republic",Europe
27122,Yan Felten,1991-11-01,LUX,,,,,,,,,,,,,,,,,,,100244546.0,"Luxembourg, Grand Duchy of",Europe
27123,Therance Frenevello,,FRA,,,,,,,,,,,,,,,,,,,100244547.0,"France, French Republic",Europe
27154,Gabriele Broccucci,,ITA,,,,,,,,,,,,,,,,,,,100244544.0,"Italy, Italian Republic",Europe
27177,Stefano Baldoni,1997-08-26,ITA,,,,,,,,,,,,10219.0,,,,,,,100174785.0,"Italy, Italian Republic",Europe
27178,Anthony Loconte,1992-05-19,ITA,,,,,,,,,,,,,,,,,,,100134965.0,"Italy, Italian Republic",Europe
27179,Alessandro Dumitrache,,ITA,,,,,,,,,,,,,,,,,,,100244545.0,"Italy, Italian Republic",Europe
27180,Matteo Mosciatti,1995-09-10,ITA,,,,,,,,,,,,,,,,,,,100167756.0,"Italy, Italian Republic",Europe
27181,Tommaso Tartarini,,ITA,,,,,,,,,,,,,,,,,,,100244549.0,"Italy, Italian Republic",Europe
27182,Gianluca Loddi,1970-03-23,ITA,,,,,,,,,,,,,,,,,,,100119221.0,"Italy, Italian Republic",Europe
27183,Syed Mohd Agil Syed Naguib,1994-02-01,MAS,,,,,,,,,,,,14350.0,,,,,,,100132814.0,Malaysia,Asia
27184,Colin Wei Ming Wong,1996-01-08,MAS,,,,,,,,,,,,,,,,,,,100149895.0,Malaysia,Asia
27185,Pol Wattanakul,1995-08-03,THA,,,,,,,,,,,,28555.0,,,,,,,100185864.0,"Thailand, Kingdom of",Asia
27186,Chayanon Kaewsuto,1995-06-16,THA,,,,,,,,,,,,12498.0,,,,,,,100157246.0,"Thailand, Kingdom of",Asia
27187,Thomas Brechemier,1996-06-28,FRA,,,,,,,,,,,,28579.0,,,,,,,100166005.0,"France, French Republic",Europe
27188,Seraphin Doumangoyi,1989-06-25,GAB,,,,,,,,,,,,,,,,,,,100225022.0,"Gabon, Gabonese Republic",Africa
27201,Joshua Mactaggart,1991-06-17,GBR,,,,,,,,,,,,,,,,,,,100132367.0,United Kingdom of Great Britain & Northern Ireland,Europe
27202,Remy Chala,1995-02-06,FRA,,,,,,,,,,,,,,,,,,,100164422.0,"France, French Republic",Europe
27203,Eric Fomba,1995-11-10,FRA,,,,,,,,,,,,,,,,,,,100167103.0,"France, French Republic",Europe
27204,Javier Jover Maestre,1995-03-25,ESP,,,,,,,,,,,,,,,,,,,100203358.0,"Spain, Kingdom of",Europe
27205,Murkel Alejandro Dellien Velasco,1997-09-16,BOL,171.0,-3.0,353.0,0.0,0.0,299.0,33.0,0.0,0.0,0.0,0.0,95263.0,,285.0,-3.0,227.0,0.0,0.0,100192525.0,"Bolivia, Republic of",South America
27206,Juan Ignacio Iliev,1993-07-23,ARG,,,,,,,,,,,,,,,,,,,100174544.0,"Argentina, Argentine Republic",South America
27207,Sebastian Eguez,1995-07-26,BOL,,,,,,,,,,,,,,,,,,,100200240.0,"Bolivia, Republic of",South America
27208,Fahed Al-Zouman,1997-04-26,KUW,,,,,,,,,,,,,,,,,,,100244117.0,"Kuwait, State of",Asia
27209,Ritwick Sundar,1996-05-10,IND,,,,,,,,,,,,,,,,,,,100200584.0,"India, Republic of",Asia
27210,Ahmed Alibrahim,1995-02-16,KUW,,,,,,,,,,,,,,,,,,,100143273.0,"Kuwait, State of",Asia
27211,Viktor Volosin,1994-04-15,SVK,,,,,,,,,,,,,,,,,,,100185825.0,Slovakia (Slovak Republic),Europe
27212,Reshaid Albader,1997-08-20,KUW,,,,,,,,,,,,,,,,,,,100197668.0,"Kuwait, State of",Asia
27213,Puneet Sharma,1994-01-31,IND,,,,,,,,,,,,,,,,,,,100193667.0,"India, Republic of",Asia
27214,Magnus Eriksson,1992-06-07,SWE,,,,,,,,,,,,,,,,,,,100111694.0,"Sweden, Kingdom of",Europe
27215,Robin Haden,1994-08-08,SWE,,,,,,,,,,,,,,,,,,,100155168.0,"Sweden, Kingdom of",Europe
27216,Ben O'Brien,1984-06-08,AUS,,,,,,,,,,,,,,,,,,,100099359.0,"Australia, Commonwealth of",Oceania
27217,Dante Saleh,1995-07-13,USA,,,,,,,,,,,,,,,,,,,100144654.0,United States of America,North America
27218,Sam Thompson,1993-01-08,AUS,,,,,,,,,,,,,,,,,,,100139917.0,"Australia, Commonwealth of",Oceania
27219,Sebastian Tabbia,1994-03-05,ARG,,,,,,,,,,,,,,,,,,,100197359.0,"Argentina, Argentine Republic",South America
27220,Javier Angel Ignacio Ahumada Garrido,1993-08-15,CHI,,,,,,,,,,,,,,,,,,,100135487.0,"Chile, Republic of",South America
27245,Robert Gasparetz,1992-03-24,SVK,,,,,,,,,,,,,,,,,,,100091696.0,Slovakia (Slovak Republic),Europe
27253,Ghilherme Scarpelli,1998-07-02,BRA,,,,,,,,,,,,,,,,,,,100245101.0,"Brazil, Federative Republic of",South America
27254,Felipe Alves,,BRA,,,,,,,,,,,,,,,,,,,100245098.0,"Brazil, Federative Republic of",South America
27255,Mateus Bordin,1996-07-11,BRA,,,,,,,,,,,,,,,,,,,100245100.0,"Brazil, Federative Republic of",South America
27256,Fabricio Ribeiro,1983-09-03,BRA,,,,,,,,,,,,,,,,,,,100102321.0,"Brazil, Federative Republic of",South America
27257,Rodrigo Alves (BRA),1996-01-15,BRA,,,,,,,,,,,,,,,,,,,100245099.0,"Brazil, Federative Republic of",South America
27259,Rafael Zucolo,1997-05-20,BRA,,,,,,,,,,,,,,,,,,,100245102.0,"Brazil, Federative Republic of",South America
27261,Luis-Onrubia Garcia,1991-10-24,ESP,,,,,,,,,,,,,,,,,,,100100932.0,"Spain, Kingdom of",Europe
27262,Miguel Semmler,1997-05-02,ESP,,,,,,,,,,,,57577.0,,,,,,,100174851.0,"Spain, Kingdom of",Europe
27263,Pablo Alvarez Diaz,1994-08-04,ESP,,,,,,,,,,,,,,,,,,,100192455.0,"Spain, Kingdom of",Europe
27264,Daniel Lavalle Oteros,1994-06-20,ESP,,,,,,,,,,,,,,,,,,,100175688.0,"Spain, Kingdom of",Europe
27265,Raul Madrid,1995-03-30,ESP,,,,,,,,,,,,,,,,,,,100236304.0,"Spain, Kingdom of",Europe
27266,Dmitry Strokan,,RUS,,,,,,,,,,,,,,,,,,,100245629.0,Russian Federation,Asia
27267,Artem Suprunov,1994-10-11,RUS,,,,,,,,,,,,,,,,,,,100201871.0,Russian Federation,Asia
27268,Timur Salbiev,1995-07-28,RUS,,,,,,,,,,,,,,,,,,,100160723.0,Russian Federation,Asia
27269,Simon Stevens,1996-02-02,BEL,,,,,,,,,,,,,,,,,,,100165512.0,"Belgium, Kingdom of",Europe
27276,Sean Kolar,1992-12-24,USA,,,,,,,,,,,,,,,,,,,100156289.0,United States of America,North America
27277,Lovedeep Singh,1994-05-20,USA,,,,,,,,,,,,,,,,,,,100156234.0,United States of America,North America
27283,Lucas Dages,1994-11-09,USA,,,,,,,,,,,,,,,,,,,100206947.0,United States of America,North America
27284,William Jamphier Melano Granados,1995-05-20,COL,,,,,,,,,,,,,,,,,,,100201784.0,"Colombia, Republic of",South America
27285,Jose N Calero,1994-04-22,COL,,,,,,,,,,,,,,,,,,,100196706.0,"Colombia, Republic of",South America
27286,Juan Pablo Mateus Parra,1995-04-04,COL,,,,,,,,,,,,,,,,,,,100198781.0,"Colombia, Republic of",South America
27287,Spencer Smith,1990-06-13,USA,,,,,,,,,,,,,,,,,,,100124488.0,United States of America,North America
27288,Joseph Digiulio,1995-06-16,USA,,,,,,,,,,,,,,,,,,,100161018.0,United States of America,North America
27289,Thomas Grinberg,1994-06-27,FRA,,,,,,,,,,,,,,,,,,,100156653.0,"France, French Republic",Europe
27290,Nathaniel Seyler,1995-07-27,FRA,,,,,,,,,,,,,,,,,,,100166020.0,"France, French Republic",Europe
27291,Luca Gelhardt,1994-12-28,GER,,,,,,,,,,,,19944.0,,,,,,,100177446.0,"Germany, Federal Republic of",Europe
27292,Kevin Garcia De Reuse,1993-04-15,ESP,,,,,,,,,,,,,,,,,,,100150618.0,"Spain, Kingdom of",Europe
27293,Fabricio Lanza,1996-01-10,BOL,,,,,,,,,,,,,,,,,,,100190525.0,"Bolivia, Republic of",South America
27294,Rodrigo Banzer,1997-01-29,BOL,,,,,,,,,,,,,,,,,,,100190516.0,"Bolivia, Republic of",South America
27295,Hoang Anh Khoa Tran,1990-09-30,VIE,,,,,,,,,,,,,,,,,,,100125849.0,"Vietnam, Socialist Republic of",Asia
27296,Hansel Sanjaya,1994-10-28,INA,,,,,,,,,,,,,,,,,,,100148817.0,"Indonesia, Republic of",Asia
27297,Lewis Thompson,1995-08-18,GBR,,,,,,,,,,,,,,,,,,,100166987.0,United Kingdom of Great Britain & Northern Ireland,Europe
27298,Magnus Broms,1994-04-07,SWE,,,,,,,,,,,,,,,,,,,100147503.0,"Sweden, Kingdom of",Europe
27323,Piercarlo Bianciardi Salcido Bianciardi,1995-03-23,ITA,,,,,,,,,,,,,,,,,,,100153826.0,"Italy, Italian Republic",Europe
27324,Joel Tigse,1994-04-05,ECU,,,,,,,,,,,,,,,,,,,100237688.0,"Ecuador, Republic of",South America
27325,Gonzalo Quintana,1994-10-21,ECU,,,,,,,,,,,,,,,,,,,100174038.0,"Ecuador, Republic of",South America
27326,Carlos Andres Lara Castro,1994-05-12,ECU,,,,,,,,,,,,,,,,,,,100237922.0,"Ecuador, Republic of",South America
27327,Adrian Alvarez,1995-06-08,ECU,,,,,,,,,,,,,,,,,,,100213769.0,"Ecuador, Republic of",South America
27328,Juan Mateo Zuniga,,ECU,,,,,,,,,,,,,,,,,,,100245968.0,"Ecuador, Republic of",South America
27329,Julio Recalde,1980-10-02,ECU,,,,,,,,,,,,,,,,,,,10023201.0,"Ecuador, Republic of",South America
27330,Marcelo Quema,,ECU,,,,,,,,,,,,,,,,,,,100245967.0,"Ecuador, Republic of",South America
27331,Paolo Edmundo Jacome Cadena,1995-12-09,ECU,,,,,,,,,,,,,,,,,,,100199163.0,"Ecuador, Republic of",South America
27332,Ognjen Samardzic,1994-12-09,USA,,,,,,,,,,,,,,,,,,,100147044.0,United States of America,North America
27333,Juan-Pablo Benalcazar,1981-01-07,ECU,,,,,,,,,,,,,,,,,,,10023440.0,"Ecuador, Republic of",South America
27334,Denis Jaquetti,,BRA,,,,,,,,,,,,,,,,,,,100245965.0,"Brazil, Federative Republic of",South America
27335,Patrick Elgrably,1980-03-21,BRA,,,,,,,,,,,,,,,,,,,10011122.0,"Brazil, Federative Republic of",South America
27336,Lozomar Pereira,1980-07-27,BRA,,,,,,,,,,,,,,,,,,,100177069.0,"Brazil, Federative Republic of",South America
27337,Landri Matos,1975-01-04,BRA,,,,,,,,,,,,,,,,,,,100245966.0,"Brazil, Federative Republic of",South America
27338,Francois Ragot,1996-01-09,FRA,,,,,,,,,,,,,,,,,,,100170212.0,"France, French Republic",Europe
27339,Malcolm Harrison,1987-11-10,USA,,,,,,,,,,,,,,,,,,,100189250.0,United States of America,North America
27340,Blake Emery,1989-08-03,USA,,,,,,,,,,,,,,,,,,,100161238.0,United States of America,North America
27343,Juan Pablo Silva Saldarriaga,1995-02-17,COL,,,,,,,,,,,,,,,,,,,100211924.0,"Colombia, Republic of",South America
27344,Miguel Becerra,1995-11-02,COL,,,,,,,,,,,,,,,,,,,100196705.0,"Colombia, Republic of",South America
27345,Camilo Osorio,1996-02-11,COL,,,,,,,,,,,,,,,,,,,100229987.0,"Colombia, Republic of",South America
27346,Daniel Arrien,1997-02-17,BOL,,,,,,,,,,,,,,,,,,,100190513.0,"Bolivia, Republic of",South America
27347,Hisham Bastaki,1995-12-13,KUW,,,,,,,,,,,,,,,,,,,100149631.0,"Kuwait, State of",Asia
27348,Sebastian Dacosta,1973-09-15,INA,,,,,,,,,,,,,,,,,,,100122604.0,"Indonesia, Republic of",Asia
27349,Mohammad Khingi,1994-08-09,QAT,,,,,,,,,,,,,,,,,,,100129244.0,"Qatar, State of",Asia
27350,Ayman Jaffar,1994-03-20,BRN,,,,,,,,,,,,,,,,,,,100148570.0,Brunei Darussalam,Asia
27351,Ahmed Al Ali,1995-10-31,QAT,,,,,,,,,,,,,,,,,,,100176382.0,"Qatar, State of",Asia
27352,Jaber Al Marri,1994-06-08,QAT,,,,,,,,,,,,,,,,,,,100129317.0,"Qatar, State of",Asia
27354,Abdulla Al Mohamoud,1996-11-02,QAT,,,,,,,,,,,,,,,,,,,100175959.0,"Qatar, State of",Asia
27355,Matthew Langley,1990-03-26,AUS,,,,,,,,,,,,,,,,,,,100077452.0,"Australia, Commonwealth of",Oceania
27356,Alex Baxter,1995-10-10,AUS,,,,,,,,,,,,,,,,,,,100243267.0,"Australia, Commonwealth of",Oceania
27357,Paul Woerner,1996-08-23,GER,,,,,,,,,,,,59456.0,,,,,,,100165870.0,"Germany, Federal Republic of",Europe
27358,Pedro Martinez Portero,1997-04-26,ESP,42.0,3.0,1178.0,91.0,7.0,548.0,25.0,0.0,1.0,0.0,0.0,3228974.0,985.0,205.0,-1.0,330.0,125.0,2.0,100178121.0,"Spain, Kingdom of",Europe
27359,Karl Ekwurtzel,1992-11-19,SWE,,,,,,,,,,,,,,,,,,,100119089.0,"Sweden, Kingdom of",Europe
27360,Filip Karlsson,1994-04-30,SWE,,,,,,,,,,,,,,,,,,,100143353.0,"Sweden, Kingdom of",Europe
27389,Ignacio Marquez,1995-02-22,ARG,,,,,,,,,,,,,,,,,,,100197229.0,"Argentina, Argentine Republic",South America
27390,Miled Marun,1997-02-10,ARG,,,,,,,,,,,,,,,,,,,100244312.0,"Argentina, Argentine Republic",South America
27391,Rodrigo Julio Gomez,1995-06-06,ARG,,,,,,,,,,,,,,,,,,,100203602.0,"Argentina, Argentine Republic",South America
27392,Augusto Romero Nicastro,1997-09-20,ARG,,,,,,,,,,,,,,,,,,,100243816.0,"Argentina, Argentine Republic",South America
27393,Agustin Gallastegui,1996-08-03,ARG,,,,,,,,,,,,,,,,,,,100216742.0,"Argentina, Argentine Republic",South America
27403,Ante Tepic,1994-08-09,SWE,,,,,,,,,,,,,,,,,,,100146416.0,"Sweden, Kingdom of",Europe
27404,Elliot Carnello,1995-04-26,SWE,,,,,,,,,,,,,,,,,,,100166812.0,"Sweden, Kingdom of",Europe
27405,Markus Schultz,1993-11-05,SWE,,,,,,,,,,,,,,,,,,,100147897.0,"Sweden, Kingdom of",Europe
27421,Fernando Guardia,1996-12-03,BOL,,,,,,,,,,,,,,,,,,,100190521.0,"Bolivia, Republic of",South America
27422,Ruben Eduardo Montano,1996-01-16,BOL,,,,,,,,,,,,,,,,,,,100190529.0,"Bolivia, Republic of",South America
27423,Yuki Takaoka,1995-02-24,JPN,,,,,,,,,,,,,,,,,,,100202033.0,Japan,Asia
27424,Louis Asser,1994-10-28,AUS,,,,,,,,,,,,,,,,,,,100211261.0,"Australia, Commonwealth of",Oceania
27425,Vullnet Tashi,1993-01-10,SUI,,,,,,,,,,,,24380.0,,,,,,,100130992.0,"Switzerland, Swiss Confederation",Europe
27426,Thorben Michaelis,1994-04-14,GER,,,,,,,,,,,,,,,,,,,100170558.0,"Germany, Federal Republic of",Europe
27427,Wakil Keciba,1992-07-06,ALG,,,,,,,,,,,,,,,,,,,100157354.0,"Algeria, People's Democratic Republic of",Africa
27428,Danyal Sualehe,1994-03-08,POR,,,,,,,,,,,,,,,,,,,100137509.0,"Portugal, Portuguese Republic",Europe
27429,Amir Abdelkader Zioui,1992-07-17,ALG,,,,,,,,,,,,,,,,,,,100098413.0,"Algeria, People's Democratic Republic of",Africa
27430,Stefan Rettl,1992-09-25,AUT,,,,,,,,,,,,,,,,,,,100131415.0,"Austria, Republic of",Europe
27431,Ante Borovina,1994-07-16,CRO,,,,,,,,,,,,,,,,,,,100131813.0,"Croatia, Republic of",Europe
27432,Christian Leyton,1982-06-09,CHI,,,,,,,,,,,,,,,,,,,10026054.0,"Chile, Republic of",South America
27433,Marcello Dino Guzman Costanzi,1992-01-03,CHI,,,,,,,,,,,,,,,,,,,100139309.0,"Chile, Republic of",South America
27467,Andres Deriu,1995-12-13,ARG,,,,,,,,,,,,,,,,,,,100204427.0,"Argentina, Argentine Republic",South America
27469,Franco Capalbo,1997-12-26,ARG,,,,,,,,,,,,18677.0,,,,,,,100231881.0,"Argentina, Argentine Republic",South America
27477,Emmanuel Idoko,1997-02-01,NGR,,,,,,,,,,,,,,,,,,,100208847.0,"Nigeria, Federal Republic of",Africa
27478,Kazuma Kawachi,1994-10-11,JPN,,,,,,,,,,,,43936.0,,477.0,7.0,108.0,,,100136058.0,Japan,Asia
27479,David Porter,1993-06-18,GBR,,,,,,,,,,,,,,,,,,,100156268.0,United Kingdom of Great Britain & Northern Ireland,Europe
27480,Mark Burgos,1982-08-03,FRA,,,,,,,,,,,,,,,,,,,100001444.0,"France, French Republic",Europe
27481,Michael Laser,1990-05-29,USA,,,,,,,,,,,,,,,,,,,100088434.0,United States of America,North America
27482,Nicolas Jarry,1995-10-11,CHI,24.0,0.0,1745.0,730.0,10.0,775.0,10.0,180.0,3.0,0.0,0.0,4381788.0,1205.0,,,,90.0,2.0,100163597.0,"Chile, Republic of",South America
27493,Woo Hyeok Jang,1993-12-22,KOR,,,,,,,,,,,,,,,,,,,100128771.0,"Korea, Republic of",Asia
27494,Geon Ju Shin,1996-02-12,KOR,,,,,,,,,,,,,,,,,,,100160974.0,"Korea, Republic of",Asia
27495,Thibault Forget,1995-10-11,FRA,,,,,,,,,,,,,,,,,,,100201103.0,"France, French Republic",Europe
27496,Ryan Shane,1994-04-15,USA,,,,,,,,,,,,119058.0,,,,,,,100217392.0,United States of America,North America
27497,Marius Schroeder,1985-12-20,GER,,,,,,,,,,,,,,,,,,,100243761.0,"Germany, Federal Republic of",Europe
27498,Michael Mirtchev,1994-01-14,GER,,,,,,,,,,,,,,,,,,,100177488.0,"Germany, Federal Republic of",Europe
27530,Marlino Pascual,1994-02-02,AUS,,,,,,,,,,,,,,,,,,,100161830.0,"Australia, Commonwealth of",Oceania
27531,Akira Santillan,1997-05-22,AUS,725.0,0.0,37.0,14.0,9.0,76.0,13.0,0.0,0.0,0.0,0.0,489942.0,,325.0,2.0,195.0,16.0,5.0,100186625.0,"Australia, Commonwealth of",Oceania
27532,Rhys Xavier,1994-06-29,AUS,,,,,,,,,,,,,,,,,,,100142334.0,"Australia, Commonwealth of",Oceania
27533,Lucas Melgarejo,1991-02-25,BRA,,,,,,,,,,,,,,,,,,,100133540.0,"Brazil, Federative Republic of",South America
27534,Rafael Ferrazza,1997-03-07,BRA,,,,,,,,,,,,,,,,,,,100244890.0,"Brazil, Federative Republic of",South America
27535,Bayo Philips,1994-12-12,USA,,,,,,,,,,,,,,,,,,,100149752.0,United States of America,North America
27536,Alexandre Latychev,1995-09-19,CAN,,,,,,,,,,,,,,,,,,,100150502.0,Canada,North America
27537,Korey Lovett,1996-04-27,USA,,,,,,,,,,,,13915.0,,,,,,,100218334.0,United States of America,North America
27538,Othmane Lachhab,1995-05-18,MAR,,,,,,,,,,,,,,,,,,,100152432.0,"Morocco, Kingdom of",Africa
27539,Mohamed Nazim Makhlouf,1996-09-12,ALG,,,,,,,,,,,,12491.0,,,,,,,100180338.0,"Algeria, People's Democratic Republic of",Africa
27540,Mehdi Rihane,1997-08-30,ALG,,,,,,,,,,,,,,,,,,,100236044.0,"Algeria, People's Democratic Republic of",Africa
27541,Yasser Bouchareb,1989-07-07,ALG,,,,,,,,,,,,,,,,,,,100056493.0,"Algeria, People's Democratic Republic of",Africa
27542,Franz Sydow,1995-02-03,NED,,,,,,,,,,,,,,,,,,,30005441.0,"Netherlands, Kingdom of the",Europe
27543,Luis Sanchez,1995-01-27,VEN,,,,,,,,,,,,,,,,,,,100192018.0,"Venezuela, Bolivarian Republic of",South America
27544,Jorge Mora,1993-06-24,VEN,,,,,,,,,,,,,,,,,,,100103448.0,"Venezuela, Bolivarian Republic of",South America
27545,Luis Roberto Capriles Fanianos,1995-07-21,VEN,,,,,,,,,,,,,,,,,,,100207181.0,"Venezuela, Bolivarian Republic of",South America
27546,Daniel Superlano,1996-02-27,VEN,,,,,,,,,,,,,,,,,,,100217497.0,"Venezuela, Bolivarian Republic of",South America
27547,Sebastian Ofner,1996-05-12,AUT,55.0,1.0,904.0,365.0,12.0,542.0,14.0,85.0,2.0,0.0,0.0,1758802.0,633.0,246.0,1.0,270.0,151.0,4.0,100165856.0,"Austria, Republic of",Europe
27548,William Kendall,1990-01-30,USA,,,,,,,,,,,,,,,,,,,100187349.0,United States of America,North America
27549,Peng Chih Hsueh,1992-07-13,TPE,,,,,,,,,,,,,,,,,,,100144577.0,Taiwan,Asia
27550,Stylianos Perdikogiannis,1997-01-02,GRE,,,,,,,,,,,,,,,,,,,100206054.0,"Greece, Hellenic Republic",Europe
27551,Ivan Krivic,1990-04-03,CRO,,,,,,,,,,,,,,,,,,,100105980.0,"Croatia, Republic of",Europe
27567,Guilherme Da Cunha,1990-10-29,BRA,,,,,,,,,,,,,,,,,,,100247416.0,"Brazil, Federative Republic of",South America
27568,Daniel De Boer,1997-09-30,BRA,,,,,,,,,,,,,,,,,,,100247417.0,"Brazil, Federative Republic of",South America
27585,Itai Miller,,URU,,,,,,,,,,,,,,,,,,,100247617.0,"Uruguay, Eastern Republic of",South America
27587,Lucas Monterroso,1997-08-20,URU,,,,,,,,,,,,,,,,,,,100235736.0,"Uruguay, Eastern Republic of",South America
27588,Simon Hernandez Salinas,1995-01-07,COL,,,,,,,,,,,,,,,,,,,100193087.0,"Colombia, Republic of",South America
27589,Jose David Rendon,1995-02-09,COL,,,,,,,,,,,,,,,,,,,100192950.0,"Colombia, Republic of",South America
27590,Juan Miguel Jaramillo,1996-02-16,COL,,,,,,,,,,,,,,,,,,,100213192.0,"Colombia, Republic of",South America
27591,Simon Berger,1995-01-07,ITA,,,,,,,,,,,,,,,,,,,100242621.0,"Italy, Italian Republic",Europe
27592,Patric Prinoth,1996-08-31,ITA,,,,,,,,,,,,,,,,,,,100167964.0,"Italy, Italian Republic",Europe
27593,Jakub Oravec,1995-04-10,SVK,,,,,,,,,,,,,,,,,,,100166711.0,Slovakia (Slovak Republic),Europe
27594,Michal Skrla,1993-04-17,SVK,,,,,,,,,,,,,,,,,,,100129331.0,Slovakia (Slovak Republic),Europe
27615,Brandon Fickey,1993-01-07,USA,,,,,,,,,,,,,,,,,,,100172427.0,United States of America,North America
27616,Hayes Brewer,1994-07-09,USA,,,,,,,,,,,,,,,,,,,100142293.0,United States of America,North America
27617,Jordan Angus,1994-04-20,GBR,,,,,,,,,,,,,,,,,,,100156649.0,United Kingdom of Great Britain & Northern Ireland,Europe
27618,Viktor Prokopov,1995-03-19,UKR,,,,,,,,,,,,,,,,,,,100166690.0,Ukraine,Europe
27619,Luis Jose Sanchez Sierra,1996-12-29,VEN,,,,,,,,,,,,,,,,,,,100232964.0,"Venezuela, Bolivarian Republic of",South America
27620,Andres Gomez (1996),1996-04-15,VEN,,,,,,,,,,,,,,,,,,,100209645.0,"Venezuela, Bolivarian Republic of",South America
27621,Federico Nicolas Bertucci,1993-10-15,ARG,,,,,,,,,,,,,,,,,,,100175232.0,"Argentina, Argentine Republic",South America
27622,Luis Foglio,1997-03-25,VEN,,,,,,,,,,,,,,,,,,,100175557.0,"Venezuela, Bolivarian Republic of",South America
27623,Luis Eduardo Ludena Egas,1995-03-30,VEN,,,,,,,,,,,,,,,,,,,100214699.0,"Venezuela, Bolivarian Republic of",South America
27624,Matt Alexander,1992-03-23,NZL,,,,,,,,,,,,,,,,,,,100128362.0,New Zealand,Oceania
27645,Aaro Pollanen,1998-04-07,FIN,,,,,,,,,,,,,,,,,,,100176687.0,"Finland, Republic of",Europe
